module	name	pathway group	Algiphilus_aromaticivorans_DG1253_APAlg.faa.ko	Algiphilus_sp_SW459_GCF_023145115.1.faa.ko	Arenibacter_algicola_GCF_002234495.1.faa.ko	Arenibacter_algicola_GCF_006789585.1.faa.ko	Arenibacter_algicola_GCF_018860365.1.faa.ko	Arenibacter_algicola_TG409_APAre.faa.ko	Arenibacter_echinorum_GCF_003259375.1.faa.ko	Arenibacter_sp_NBRC_GCF_001748465.2.faa.ko	Halomonas_alkaliantarctica_GCF_029854215.1.faa.ko	Halomonas_hibernica_GCF_013183775.1.faa.ko	Halomonas_sp._TG39a_APHal.faa.ko	Halomonas_ventosae_GCF_002257525.1.faa.ko	Halomonas_ventosae_GCF_004363555.1.faa.ko	Marinobacter_algicola_DG893_GCF_000170835.1.faa.ko	Marinobacter_salarius_GCF_000831005.1.faa.ko	Marinobacter_salarius_GCF_002116735.1.faa.ko	Marinobacter_salarius_GCF_003986605.1.faa.ko	Marinobacter_sediminicola_GCF_031157525.1.faa.ko	Marinobacter_sp_strain_MCTG268_APMar.faa.ko	Marinobacter_xiaoshiensis_GCF_031631795.1.faa.ko	Oceanicola_granulosus_HTCC2516_GCF_000153305.1.faa.ko	Oceanicola_sp._D3_GCF_006351965.1.faa.ko	Oceanicola_sp_MCTG1561a_APOce.faa.ko	Porticoccus_hydrocarbonoclasticus_MCTG13d_APPor.faa.ko	Porticoccus_litoralis_GCF_030676955.1.faa.ko	Roseovarius_indicus_GCF_008728195.1.faa.ko	Roseovarius_mucosus_DSM_17069_GCF_000768555.3.faa.ko	Roseovarius_nanhaiticus_GCF_900156535.1.faa.ko	Roseovarius_sp_217_GCF_000152845.1.faa.ko	Roseovarius_sp_GCF_018066915.1.faa.ko	Roseovarius_sp_MCTG1562b_APRos.faa.ko
M00550	Ascorbate degradation, ascorbate => D-xylulose-5P	Other carbohydrate metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00552	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	Other carbohydrate metabolism	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	60.0	60.0	60.0	60.0	60.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	60.0	60.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0
M00554	Nucleotide sugar biosynthesis, galactose => UDP-galactose	Other carbohydrate metabolism	0.0	0.0	100.0	100.0	100.0	100.0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00565	Trehalose biosynthesis, D-glucose 1P => trehalose	Other carbohydrate metabolism	0.0	0.0	16.67	16.67	16.67	16.67	16.67	16.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.67	16.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00630	D-Galacturonate degradation (fungi), D-galacturonate => glycerol	Other carbohydrate metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00631	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	Other carbohydrate metabolism	0.0	0.0	80.0	80.0	80.0	80.0	80.0	80.0	40.0	40.0	40.0	40.0	20.0	0.0	20.0	20.0	20.0	20.0	20.0	20.0	60.0	40.0	20.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0
M00632	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	Other carbohydrate metabolism	0.0	0.0	50.0	50.0	50.0	50.0	50.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00740	Methylaspartate cycle	Other carbohydrate metabolism	9.09	9.09	9.09	18.18	18.18	9.09	18.18	9.09	9.09	9.09	9.09	9.09	9.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.27	36.36	36.36	9.09	18.18	27.27	27.27	36.36	27.27	27.27	27.27
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	Other carbohydrate metabolism	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	16.67	16.67	16.67	16.67	16.67	33.33	33.33	33.33	33.33	16.67	33.33	16.67	50.0	33.33	33.33	50.0	50.0	33.33	50.0	33.33	50.0	33.33	50.0
M00761	Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N	Other carbohydrate metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00854	Glycogen biosynthesis, glucose-1P => glycogen--starch	Other carbohydrate metabolism	0.0	0.0	66.67	66.67	66.67	66.67	66.67	66.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00855	Glycogen degradation, glycogen => glucose-6P	Other carbohydrate metabolism	33.33	33.33	66.67	66.67	66.67	66.67	66.67	66.67	33.33	33.33	33.33	33.33	33.33	50.0	50.0	50.0	50.0	33.33	50.0	33.33	50.0	33.33	0.0	33.33	33.33	0.0	0.0	0.0	0.0	33.33	0.0
M00097	beta-Carotene biosynthesis, GGAP => beta-carotene	Other terpenoid biosynthesis	0.0	0.0	33.33	33.33	33.33	33.33	33.33	33.33	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	0.0	16.67	16.67	16.67	0.0	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	0.0
M00371	Castasterone biosynthesis, campesterol => castasterone	Other terpenoid biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid	Other terpenoid biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00363	EHEC pathogenicity signature, Shiga toxin	Pathogenicity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00542	EHEC--EPEC pathogenicity signature, T3SS and effectors	Pathogenicity	1.25	1.25	0.0	0.0	0.0	0.0	0.0	0.0	3.75	2.5	7.5	7.5	2.5	2.5	1.25	2.5	2.5	2.5	2.5	3.75	1.25	0.0	0.0	2.5	0.0	0.0	0.0	1.25	1.25	5.0	1.25
M00564	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	Pathogenicity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7	3.7	3.7	3.7	3.7	3.7
M00574	Pertussis pathogenicity signature, pertussis toxin	Pathogenicity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00575	Pertussis pathogenicity signature, T1SS	Pathogenicity	40.0	40.0	60.0	40.0	20.0	60.0	40.0	60.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	20.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	20.0
M00576	ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins	Pathogenicity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00850	Vibrio cholerae pathogenicity signature, cholera toxins	Pathogenicity	0.0	16.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00852	Vibrio cholerae pathogenicity signature, toxin coregulated pilus	Pathogenicity	14.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.14	7.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00853	ETEC pathogenicity signature, colonization factors	Pathogenicity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00856	Salmonella enterica pathogenicity signature, typhoid toxin	Pathogenicity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00857	Salmonella enterica pathogenicity signature, Vi antigen	Pathogenicity	14.29	0.0	14.29	14.29	14.29	14.29	14.29	14.29	0.0	0.0	0.0	0.0	0.0	14.29	14.29	14.29	14.29	0.0	14.29	14.29	14.29	32.14	0.0	28.57	0.0	0.0	0.0	14.29	14.29	0.0	14.29
M00859	Bacillus anthracis pathogenicity signature, anthrax toxin	Pathogenicity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00860	Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis	Pathogenicity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00161	Photosystem II	Photosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00163	Photosystem I	Photosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00597	Anoxygenic photosystem II [BR:ko00194]	Photosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	100.0	100.0	100.0	100.0	0.0
M00598	Anoxygenic photosystem I [BR:ko00194]	Photosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00660	Xanthomonas spp. pathogenicity signature, T3SS and effectors	Plant pathogenicity	1.14	1.14	0.0	0.0	0.0	0.0	0.0	0.0	3.41	2.27	6.82	6.82	2.27	2.27	1.14	2.27	2.27	2.27	2.27	3.41	1.14	1.14	0.0	2.27	0.0	0.0	0.0	1.14	1.14	4.55	1.14
M00133	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	Polyamine biosynthesis	33.33	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33	0.0	0.0	33.33	33.33	0.0	33.33	33.33	33.33	33.33	33.33	0.0	0.0	0.0	33.33	33.33	0.0	0.0	0.0	0.0	0.0	0.0
M00134	Polyamine biosynthesis, arginine => ornithine => putrescine	Polyamine biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	Polyamine biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00136	GABA biosynthesis, prokaryotes, putrescine => GABA	Polyamine biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	50.0	0.0	50.0	50.0	50.0	25.0	25.0	25.0	25.0	0.0	25.0	0.0	25.0	25.0	50.0	0.0	50.0	75.0	50.0	75.0	75.0	50.0	75.0
M00793	dTDP-L-rhamnose biosynthesis	Polyketide sugar unit biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0
M00794	dTDP-6-deoxy-D-allose biosynthesis	Polyketide sugar unit biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00795	dTDP-beta-L-noviose biosynthesis	Polyketide sugar unit biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00796	dTDP-D-mycaminose biosynthesis	Polyketide sugar unit biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00797	dTDP-D-desosamine biosynthesis	Polyketide sugar unit biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0
M00798	dTDP-L-mycarose biosynthesis	Polyketide sugar unit biosynthesis	20.0	20.0	20.0	0.0	20.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	20.0	20.0	20.0	0.0	20.0	20.0	0.0	20.0	0.0	0.0
M00799	dTDP-L-oleandrose biosynthesis	Polyketide sugar unit biosynthesis	20.0	20.0	20.0	0.0	20.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	20.0	20.0	20.0	0.0	20.0	20.0	0.0	20.0	0.0	0.0
M00800	dTDP-L-megosamine biosynthesis	Polyketide sugar unit biosynthesis	20.0	20.0	20.0	0.0	20.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	20.0	20.0	20.0	20.0	0.0	20.0	20.0	0.0	20.0	0.0	0.0
M00801	dTDP-L-olivose biosynthesis	Polyketide sugar unit biosynthesis	0.0	0.0	25.0	25.0	0.0	25.0	25.0	25.0	0.0	0.0	25.0	25.0	0.0	25.0	25.0	0.0	25.0	25.0	0.0	25.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	25.0	25.0
M00802	dTDP-D-forosamine biosynthesis	Polyketide sugar unit biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00803	dTDP-D-angolosamine biosynthesis	Polyketide sugar unit biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	25.0	25.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0
M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	Purine metabolism	56.25	56.25	56.25	56.25	56.25	56.25	56.25	56.25	56.25	56.25	56.25	56.25	56.25	56.25	62.5	56.25	56.25	56.25	56.25	56.25	62.5	40.0	62.5	68.75	81.25	62.5	62.5	62.5	62.5	62.5	62.5
M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	Purine metabolism	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	0.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	50.0	25.0	25.0	25.0	25.0	25.0	25.0
M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	Purine metabolism	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	25.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	75.0	50.0	50.0	50.0	50.0	50.0	50.0
M00546	Purine degradation, xanthine => urea	Purine metabolism	6.67	10.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	40.0	60.0	60.0	46.67	46.67	60.0	46.67	46.67	0.0	50.0	0.0	60.0	55.56	50.0	0.0	0.0	60.0	53.33	40.0	50.0	46.67	46.67
M00046	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	Pyrimidine metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33	0.0	50.0	50.0	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.67	33.33	66.67	0.0	0.0	66.67	66.67	66.67	50.0	66.67	66.67
M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	Pyrimidine metabolism	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	60.0	50.0	50.0	30.0	50.0	50.0	30.0	33.33	50.0	50.0	70.0	50.0	50.0	50.0	50.0	50.0	50.0
M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP--UTP,CDP--CTP	Pyrimidine metabolism	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	33.33	66.67	66.67	33.33	66.67	66.67	66.67	33.33	66.67	66.67	66.67	66.67	66.67	66.67	66.67	33.33	66.67
M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP--CTP => dCDP--dCTP,dTDP--dTTP	Pyrimidine metabolism	25.0	25.0	18.75	18.75	6.25	31.25	18.75	18.75	37.5	25.0	25.0	25.0	25.0	18.75	18.75	18.75	18.75	18.75	18.75	18.75	6.25	18.75	6.25	18.75	31.25	6.25	6.25	6.25	6.25	6.25	6.25
M00018	Threonine biosynthesis, aspartate => homoserine => threonine	Serine and threonine metabolism	80.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	40.0	40.0	40.0	40.0	60.0	80.0	60.0	80.0	80.0	60.0	80.0	80.0	60.0	60.0	60.0	80.0	80.0	60.0	60.0	60.0	60.0	60.0	60.0
M00020	Serine biosynthesis, glycerate-3P => serine	Serine and threonine metabolism	66.67	66.67	33.33	33.33	33.33	33.33	33.33	33.33	33.33	66.67	33.33	33.33	100.0	66.67	66.67	66.67	100.0	66.67	66.67	66.67	33.33	33.33	33.33	66.67	33.33	33.33	33.33	33.33	33.33	33.33	33.33
M00033	Ectoine biosynthesis, aspartate => ectoine	Serine and threonine metabolism	40.0	40.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	40.0	20.0	20.0	80.0	60.0	0.0	60.0	40.0	40.0	60.0	40.0	80.0	60.0	40.0	80.0	60.0	40.0	60.0	20.0	40.0	60.0	60.0
M00555	Betaine biosynthesis, choline => betaine	Serine and threonine metabolism	50.0	50.0	50.0	50.0	0.0	0.0	50.0	0.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	50.0	100.0	100.0	100.0	0.0	0.0	100.0	100.0	100.0	100.0	100.0	100.0
M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol	Sterol biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	10.0
M00102	Ergocalciferol biosynthesis	Sterol biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00103	Cholecalciferol biosynthesis	Sterol biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00104	Bile acid biosynthesis, cholesterol => cholate--chenodeoxycholate	Sterol biosynthesis	8.33	16.67	0.0	0.0	0.0	0.0	0.0	0.0	16.67	8.33	16.67	16.67	8.33	8.33	8.33	8.33	8.33	0.0	8.33	16.67	8.33	0.0	16.67	0.0	0.0	16.67	8.33	8.33	8.33	8.33	8.33
M00106	Conjugated bile acid biosynthesis, cholate => taurocholate--glycocholate	Sterol biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00107	Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone	Sterol biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00108	C21-Steroid hormone biosynthesis, progesterone => corticosterone--aldosterone	Sterol biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00109	C21-Steroid hormone biosynthesis, progesterone => cortisol--cortisone	Sterol biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00110	C19--C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone	Sterol biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00862	beta-Oxidation, peroxisome, tri--dihydroxycholestanoyl-CoA => choloyl--chenodeoxycholoyl-CoA	Sterol biosynthesis	33.33	66.67	0.0	0.0	0.0	0.0	0.0	0.0	66.67	33.33	66.67	66.67	33.33	33.33	33.33	33.33	33.33	0.0	33.33	66.67	33.33	0.0	66.67	0.0	0.0	66.67	33.33	33.33	33.33	33.33	33.33
M00176	Assimilatory sulfate reduction, sulfate => H2S	Sulfur metabolism	33.33	66.67	55.56	55.56	55.56	55.56	66.67	55.56	50.0	38.89	50.0	50.0	38.89	50.0	50.0	50.0	50.0	55.56	50.0	66.67	33.33	33.33	33.33	50.0	50.0	33.33	33.33	33.33	33.33	33.33	33.33
M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	Sulfur metabolism	14.29	0.0	28.57	14.29	14.29	28.57	14.29	28.57	0.0	0.0	0.0	0.0	14.29	0.0	0.0	0.0	0.0	14.29	42.86	14.29	0.0	57.14	57.14	0.0	0.0	57.14	42.86	57.14	57.14	28.57	42.86
M00596	Dissimilatory sulfate reduction, sulfate => H2S	Sulfur metabolism	33.33	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33	50.0	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33
M00664	Nodulation	Symbiosis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00095	C5 isoprenoid biosynthesis, mevalonate pathway	Terpenoid backbone biosynthesis	28.57	28.57	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29
M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway	Terpenoid backbone biosynthesis	75.0	75.0	37.5	37.5	37.5	37.5	37.5	37.5	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	50.0	75.0	75.0	62.5	50.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0
M00364	C10-C20 isoprenoid biosynthesis, bacteria	Terpenoid backbone biosynthesis	50.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	0.0	50.0	50.0	50.0	0.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
M00365	C10-C20 isoprenoid biosynthesis, archaea	Terpenoid backbone biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
